file,model,topo,load,scenario,t1_bytes,t1_kb,t2_bytes,t2_kb,avg_fct,flow_count,skipped_lines
fct_topo1_server_load0.6_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1102400_t21048576.txt,server,1,0.6,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,102400,100.0,1048576,1024.0,75297.32612412774,562614,0
fct_topo1_server_load0.6_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1128000_t21048576.txt,server,1,0.6,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,128000,125.0,1048576,1024.0,76044.27564369177,562614,0
fct_topo1_server_load0.6_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t125600_t21048576.txt,server,1,0.6,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,25600,25.0,1048576,1024.0,75201.18571169577,562614,0
fct_topo1_server_load0.6_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t151200_t21048576.txt,server,1,0.6,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,51200,50.0,1048576,1024.0,75295.64921064886,562614,0
fct_topo1_server_load0.6_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t176800_t21048576.txt,server,1,0.6,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,76800,75.0,1048576,1024.0,75201.9258639138,562614,0
fct_topo1_server_load0.7_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1102400_t21048576.txt,server,1,0.7,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,102400,100.0,1048576,1024.0,118747.38826727122,656352,0
fct_topo1_server_load0.7_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1128000_t21048576.txt,server,1,0.7,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,128000,125.0,1048576,1024.0,120965.7237930257,656352,0
fct_topo1_server_load0.7_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t125600_t21048576.txt,server,1,0.7,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,25600,25.0,1048576,1024.0,118579.11018325532,656352,0
fct_topo1_server_load0.7_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t151200_t21048576.txt,server,1,0.7,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,51200,50.0,1048576,1024.0,118418.76663284336,656352,0
fct_topo1_server_load0.7_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t176800_t21048576.txt,server,1,0.7,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,76800,75.0,1048576,1024.0,118611.49193725319,656352,0
fct_topo1_server_load0.8_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1102400_t21048576.txt,server,1,0.8,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,102400,100.0,1048576,1024.0,261174.744540105,750106,0
fct_topo1_server_load0.8_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1128000_t21048576.txt,server,1,0.8,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,128000,125.0,1048576,1024.0,268547.61514372635,750106,0
fct_topo1_server_load0.8_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t125600_t21048576.txt,server,1,0.8,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,25600,25.0,1048576,1024.0,259770.38960226954,750106,0
fct_topo1_server_load0.8_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t151200_t21048576.txt,server,1,0.8,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,51200,50.0,1048576,1024.0,260593.39431093738,750106,0
fct_topo1_server_load0.8_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t176800_t21048576.txt,server,1,0.8,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,76800,75.0,1048576,1024.0,260711.60755546548,750106,0
fct_topo1_server_load0.9_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1102400_t21048576.txt,server,1,0.9,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,102400,100.0,1048576,1024.0,871681.2682784912,843847,0
fct_topo1_server_load0.9_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t1128000_t21048576.txt,server,1,0.9,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,128000,125.0,1048576,1024.0,910475.3421212613,843847,0
fct_topo1_server_load0.9_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t125600_t21048576.txt,server,1,0.9,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,25600,25.0,1048576,1024.0,862819.627841303,843847,0
fct_topo1_server_load0.9_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t151200_t21048576.txt,server,1,0.9,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,51200,50.0,1048576,1024.0,862510.6981585524,843847,0
fct_topo1_server_load0.9_incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100_t176800_t21048576.txt,server,1,0.9,incast_dataset1_multi_t10_8_8_einN50Th0.7K3W100,76800,75.0,1048576,1024.0,866827.6016280203,843847,0
